,Price,0
124,15434,15738.374021934063
125,13439,13341.79816198337
126,27992,27995.097332628662
127,28097,27803.435139714675
128,22270,23401.472813035944
129,26890,25423.71051630767
130,26890,26202.221271325645
131,26743,27249.478536246574
132,13576,14733.466164074202
133,8153,8102.898040746745
134,9694,10016.88201238636
135,12314,13001.661341397972
136,25913,19727.412964462907
137,11934,12435.226051545284
138,26890,34161.981040413695
139,13302,14220.803342500905
140,26890,25558.99609369279
141,22270,21961.952624849422
142,25735,24871.98420422166
143,13439,13480.624687178763
144,25430,24788.274932708577
145,12526,14716.992559144512
146,11528,11288.309787267352
147,26890,26391.290591596855
148,26890,24630.459153003474
149,10873,10866.434929843668
150,26890,26681.72201286715
151,10573,10405.755913689862
152,13502,11100.592174623866
153,6860,8037.245735732783
154,7303,8494.083738137302
155,8028,9856.921114865241
156,7652,7013.760081552617
157,10216,9531.994042717935
158,6860,8012.175003357864
159,7648,8037.245735732783
160,13502,14689.497130511361
161,8028,9721.099721653365
162,12599,13412.681389312707
163,12476,12559.621372780883
164,7222,7240.329877726344
165,11003,8536.354123096455
166,6860,6662.257296740321
167,8851,8896.377108802037
168,7774,8323.50994450652
169,12599,13132.818214356097
170,6860,8494.083738137302
171,6144,6593.050077488314
172,11423,11424.053779947855
173,13502,12559.35753848975
174,7648,7756.406692020919
175,12389,12067.861918695216
176,7608,8789.174867210879
177,19508,13931.069280718097
178,6144,6662.257296740321
179,11401,10485.104883591224
180,7648,8470.632734613748
181,12358,13046.147431122647
182,6144,7225.947937506724
183,11791,11077.971718913333
184,11793,11744.86696056052
185,8553,9694.270063371267
186,6781,8019.919918520089
187,6860,6531.684955867922
188,11003,10563.43377658656
189,12476,11795.578944066328
190,11791,11655.979485009779
191,6722,7240.329877726344
192,10394,10417.102941220379
193,6144,7449.444351293024
194,13355,13573.63164150263
195,11570,12011.556494754524
196,6860,8270.110396194625
197,11444,11919.032998431627
198,7591,8896.377108802037
199,7591,10100.927656067546
200,8028,8529.658103621912
201,7648,7718.002010572134
202,10573,10258.095051844388
203,7646,8012.724340500538
204,11087,11182.834663092128
205,6860,6593.050077488314
206,13292,15825.089685481378
207,6144,8555.837204757496
208,8855,8817.692363233493
209,6781,6099.526757475391
210,6781,7133.1738106589655
211,7648,8012.175003357864
212,6144,6880.450503196225
213,12649,8865.610166053017
214,12358,14840.624039974735
215,11654,11079.347139542897
216,8855,9013.464309080646
217,12074,11721.96614228924
218,6135,6821.749862819981
219,8352,8018.046724167719
220,6860,6798.992120063989
221,11948,11655.979485009779
222,12358,12308.896128320232
223,11392,12144.007633691315
224,13383,11305.420358770129
225,10924,11367.504186374814
226,11003,10804.320864480042
227,6477,6821.749862819981
228,11873,11352.04272551603
229,12841,9531.994042717935
230,7648,8865.610166053017
231,7074,7013.760081552617
232,7608,8789.174867210879
233,6315,6977.954915066937
234,8738,6718.583319796126
235,8855,8470.632734613748
236,11913,9694.270063371267
237,6273,4535.287928074354
238,11654,12008.139382032026
239,8662,9382.37463254996
240,6220,6502.919298478998
241,8588,11424.053779947855
242,7222,8082.826295521942
243,19225,18400.54810821586
244,13502,12942.525782325212
245,13942,13898.289528672192
246,17996,15854.692964124439
247,13712,14324.113819349954
248,17471,17405.19807355939
249,17261,17355.485555734725
250,17261,16391.989683487933
251,19225,19904.15191194023
252,19225,18546.34330727801
253,19225,18585.9675060929
254,17261,17256.928885021982
255,16736,17293.49848721704
256,13502,13371.161634122176
257,19225,18383.983609412062
258,13555,14603.595968945405
259,19225,18737.36550709754
260,13942,14515.658868356371
261,19225,17721.21452464819
262,14815,14708.66390868675
263,22270,19317.691159925245
264,19225,20576.63122172136
265,16736,17186.171395364378
266,14815,15321.746786501873
267,17261,17882.419683140928
268,16736,17080.308579537385
269,17261,16839.15318485767
270,14815,16273.44558884393
271,17261,17573.509189479177
272,14594,13900.588359637459
273,17471,16866.19669967687
274,16757,15970.977895536824
275,16736,16463.494013189505
276,19225,18275.086004902838
277,15025,16593.020182072974
278,16736,15760.596526039712
279,13502,13136.699308091214
280,16736,17213.900184070393
281,17261,17083.254655037126
282,17261,16970.05672854336
283,16736,16611.93549774558
284,17471,18420.01159900808
285,17261,16656.7385032093
286,16736,16844.145030267642
287,16736,17075.167372404154
288,17471,17218.743433063202
289,13712,12934.191811620087
290,16736,16068.065444941603
291,17261,17035.534865971887
292,14815,15822.379131662094
293,13912,14152.316432886444
294,14815,15382.53906348447
295,15434,13249.96000011537
296,13502,13767.218627885304
297,19225,19598.597121036808
298,16736,16093.95634273133
299,14815,18144.90391520335
300,16736,16244.970305360475
301,17261,17333.245841714295
302,17261,17385.856358958466
303,19225,19322.66467654227
304,17471,16486.632830470382
305,16736,17516.548175530454
306,14195,14423.566811256991
307,17261,18276.591110721165
308,15025,15763.67093442777
309,16736,16730.697634243126
310,18308,12939.298657202691
311,16736,17906.613734569914
312,14594,14939.028410970566
313,14143,15012.88540013974
314,16736,17085.3656918923
315,19225,22530.663233746614
316,16736,17279.561566607757
317,17261,17526.726544710473
318,17261,16257.490970700113
319,19225,18031.81606901051
320,16736,16299.252254268209
321,16736,16425.44316035349
322,17471,17050.850701972766
323,14815,15168.279458435067
324,16736,16312.453321245597
325,16736,17134.101431879575
326,19225,20983.45175493761
327,17261,17480.708208152184
328,22270,18226.9412166185
329,17471,17228.27592937897
330,17261,17296.07876417783
331,16736,18260.251411108882
332,16736,17418.037317750295
333,16736,18075.49454674326
334,16736,17452.691948628086
335,14815,16767.015213775816
336,14815,16441.558927275524
337,17261,17497.94936696648
338,7631,6573.458575196859
339,7305,6546.471010571255
340,22270,22866.60375939901
341,11087,11738.28005573658
342,11077,10848.723533906877
343,10008,10447.173691249509
344,11087,10721.09921652027
345,11087,12659.345109190244
346,11598,7670.692821472328
347,4284,5997.513819793578
348,7923,10016.16336483664
349,11087,11347.18746317341
350,8434,9165.413500596647
351,10562,11025.242719260088
352,7240,7648.668585102767
353,8016,9848.964231587683
354,7975,8248.674312450541
355,10741,10854.916634818246
356,10321,10079.788363708021
357,4545,5730.620446484136
358,6144,7428.510214775548
359,7648,6488.327418062063
360,10067,7492.918908400337
361,5626,5255.634035022711
362,9918,7338.347551431138
363,7240,7338.347551431138
364,7801,8715.920860893235
365,7652,5997.513819793578
366,10008,10300.159456885789
367,4966,7395.283938337239
368,4777,6379.969747672873
369,10657,10132.013784618679
370,5226,5332.443315386957
371,5615,4861.776434547036
372,4777,5795.234332056716
373,6860,5847.503545065663
374,9292,10030.43205669401
375,8767,9171.953688678266
376,7294,8925.868330134892
377,8425,9291.684303109056
378,5126,5956.4164371219995
379,8033,6169.189249122551
380,5746,6552.1090189018905
381,8425,8671.75329129415
382,8033,6721.537473892102
383,5626,6019.091063919624
384,6860,7605.987338383136
385,11087,11849.829369862702
386,7110,5956.4164371219995
387,6860,6168.503480868511
388,7591,7395.283938337239
389,6205,6574.654887452889
390,10657,10442.20683639635
391,8425,9240.356844666667
392,6144,6716.779459859743
393,5706,6690.428035579489
394,4482,4861.776434547036
395,4545,5847.503545065663
396,6860,7948.081770124724
397,4777,6308.938069184912
398,11087,11129.642203033573
399,11087,10750.025725866304
400,5126,5348.169858735766
401,6351,7197.976277642736
402,7923,8383.358490037026
403,6860,6693.214316514815
404,23001,22476.451737336494
405,10037,10117.133004217358
406,4377,6716.779459859743
407,9586,8680.934771891265
408,7648,7492.918908400337
409,11087,10954.498670475175
410,4777,6169.189249122551
411,8851,8036.930637425801
412,5118,6098.783313003834
413,7303,6798.577045576694
414,10231,9759.042482957995
415,7832,10547.366824758843
416,11087,11857.784692793852
417,7229,11773.09236811527
418,5694,5237.513382999162
419,7240,7670.692821472328
420,6205,5348.169858735766
421,7648,7016.731070756754
422,11087,11919.255626315527
423,8290,8510.754966239112
424,7657,6926.268196438246
425,4588,6512.242144952432
426,7280,7725.694317558908
427,9481,9765.269819771478
428,7398,8248.674312450541
429,10972,9551.795726511291
430,7450,8510.754966239112
431,11087,10711.37597111661
432,9134,10590.298955264052
433,4259,5086.764814782398
434,9134,11947.077891527544
435,10037,9685.408341679162
436,5694,5795.234332056716
437,6144,6308.938069184912
438,6565,8363.379069136627
439,7295,10407.855126802175
440,7298,10135.67458427658
441,9125,9234.312072850025
442,5515,6612.514636768402
443,6565,7528.35267168427
444,10278,11508.78677287689
445,17501,15343.20740582795
446,12475,10822.565765131932
447,4622,6414.066610543903
448,23533,24663.866965047615
449,12475,10430.048563827615
450,28322,21325.5828048182
451,5515,7437.38155078431
452,29528,29049.6434759409
453,6565,7914.378711454835
454,6535,9645.368231532062
455,15385,12218.34835641194
456,7295,10759.246933539258
457,5515,6050.602034006836
458,17501,11410.08576721107
459,11005,9943.40104716089
460,6092,10734.567681339156
461,14762,15698.135895154477
462,8853,11038.2325253366
463,4778,5578.125989360219
464,7900,10614.59387031006
465,7298,9898.314864294538
466,16000,11250.057384533104
467,10082,11470.404528962641
468,6565,7388.0117464338355
469,4778,7670.986954332255
470,12475,8992.119604549964
471,4778,7009.07944885052
472,13999,12458.224136611236
473,7295,9776.872816599152
474,19630,13630.271233048898
475,10875,14650.114637220562
476,8580,10396.444016281654
477,36983,26158.410853914924
478,6565,7515.097742701022
479,23170,23996.857551344772
480,5620,7122.882066539186
481,5964,6725.124815536647
482,7718,10126.13965216848
483,22798,21277.088972096506
484,27430,24962.745800111625
485,7064,6882.934269329904
486,3919,3173.051980098946
487,1965,1161.0388573246246
488,12219,12647.008597889522
489,3841,2961.814946524065
490,5298,2890.6799116839975
491,12009,10928.988905414366
492,2228,2074.0635139804754
493,12681,12543.136845498
494,13364,13266.808384345692
495,4227,4846.174532548283
496,7927,7555.116073646532
497,7064,7457.369427113106
498,7229,7242.446304942107
499,7064,6499.166853726061
500,8505,8960.618966463131
501,7064,6460.495908088289
502,7893,7563.379262475203
503,8030,7708.132915818467
504,4544,4381.133180504107
505,5406,6048.9901479587625
506,5162,5708.547441872944
507,3873,3084.960190218003
508,4823,4852.520148559566
509,7646,7080.607531037668
510,4563,4197.865516727352
511,12681,12198.445341566226
512,8295,8263.676015352403
513,5406,6121.889842970976
514,8452,7866.338801206088
515,5073,3323.8547635869145
516,9187,8567.79354253042
517,7893,8979.608056354928
518,3919,3714.8348499885087
519,6245,5856.059536406681
520,4423,4113.3754125142605
521,10056,8648.480701824272
522,4174,3760.425352141471
523,10408,11178.75480513803
524,3841,3528.541903293187
525,4107,3497.4348497726605
526,7893,8927.11219500151
527,7064,8236.54891665676
528,5406,6141.22974005468
529,8505,9047.485386492493
530,7893,8428.153035416226
531,7229,7383.910898334511
532,7064,7922.132203248084
533,7064,7316.636138584072
534,5192,5190.9308069087165
535,7064,7605.703434516797
536,7893,8509.078516639684
537,6013,4926.376577598679
538,7211,7641.806923864524
539,8849,7764.952079354454
540,9258,8589.11151158204
541,8040,6340.817699252489
542,7064,6652.238218116904
543,3573,4503.256985193414
544,12681,12412.269235665306
545,12681,12725.616542708109
546,8849,7699.228800773479
547,7064,8082.619906721619
548,5281,5202.369162648591
549,7893,8938.86718864783
550,7064,8010.733787288112
551,4441,5350.773246395431
552,7064,6519.570896781508
553,5406,6136.658633133435
554,12681,12556.745838877334
555,9258,8861.968569174544
556,8040,6888.769712874686
557,7064,6694.381432885256
558,5678,5189.894956190342
559,5069,4645.237805091982
560,7064,7282.694836658082
561,5176,5952.726557952687
562,7064,7384.457001044613
563,4423,4376.579120704447
564,9237,8771.33512412746
565,9258,9711.261124246521
566,4174,4696.854705678947
567,12125,11452.859463396602
568,10953,11420.890470288596
569,7064,7446.0293203816545
570,12996,13362.53054713781
571,4544,4009.124491779977
572,8607,8773.74307223185
573,9920,10077.192566291416
574,11467,11338.304483568376
575,12219,12961.170703313548
576,2754,2937.5705363376755
577,12681,11765.479832272102
578,7064,7762.845106944292
579,3943,4442.929191529637
580,12681,12523.320484511285
581,14151,11695.960570483772
582,5006,4487.88895413891
583,4851,5746.561094865524
584,7064,7332.717415654408
585,4544,4193.564059829429
586,7229,7358.714634235622
587,6077,3509.052543408262
588,12681,13395.94067471541
589,13364,12854.917272088132
590,7064,6368.213073063665
591,4282,4836.063309229289
592,12849,12961.170703313548
593,4823,4980.274228946188
594,13364,13247.807025592549
595,7064,7568.586731094174
596,7064,7111.138532624396
597,3943,3878.241732682909
598,8977,8993.938385644335
599,7064,7969.182338262879
600,7064,6226.092055261648
601,5177,5779.836397410456
602,7229,7605.433275884519
603,5171,7641.677448837681
604,12681,12680.937217397053
605,5117,5155.719242579516
606,7893,7914.672376888749
607,5403,5190.415977991257
608,8662,8359.094762961684
609,3873,2486.975394554097
610,3100,2412.36793019623
611,7064,7606.305008043694
612,2754,2956.9584810348297
613,7927,8459.411546846755
614,11467,11491.291946381665
615,5406,6494.743570273118
616,9836,9662.894152501829
617,7980,8689.124103974264
618,7893,9445.219629366004
619,5613,5049.33572393247
620,4460,3445.704292558533
621,12681,12494.579257881458
622,12681,13074.755428419105
623,4226,3464.985962411971
624,7064,7689.558358074592
625,3971,3624.827141654134
626,7064,7098.583083614309
627,13364,13033.919058891683
628,7064,6472.584604200151
629,12996,13388.222651755126
630,7064,7591.567484428222
631,12681,12752.738160013083
632,7064,6128.476732137717
633,9135,7495.5912044859915
634,13784,13406.932101849252
635,3175,2296.3789569919136
636,12681,12768.144676977396
637,8452,7817.40695809963
638,12121,11331.751913432337
639,9920,9852.257266283963
640,4174,3820.176535994062
641,11516,11047.495220167908
642,4239,5165.7994920356305
643,12681,11971.686967185338
644,13364,13219.427584761499
645,3841,2576.983102888473
646,7229,7028.384168084511
647,7064,6545.109149743603
648,2227,1948.196806302648
649,5351,4118.165636639747
650,7064,6885.688680610781
651,8610,8150.21991024658
652,12681,13154.960367227031
653,5176,6987.2978973108
654,2050,3091.5081761490574
655,4823,4833.054719367477
656,4729,4707.424143891132
657,12681,12217.700734396993
658,7770,7815.69794742296
659,3205,2841.2427015470575
660,5117,7235.080698998865
661,12681,12884.127763565648
662,12639,12744.272576865565
663,4227,4874.317984817398
664,12681,12810.133977216163
665,11467,10571.739792646635
666,5403,5286.959283386239
667,10308,9417.195904643535
668,7064,7652.703613434809
669,7064,6563.215908660761
670,7064,7488.620040952926
671,4544,4589.657042214222
672,5177,5828.449948270924
673,11467,10908.330414401225
674,11467,11390.691463664927
675,3625,4672.154652660168
676,4239,3902.599140742296
677,7064,6433.809643394055
678,6284,5813.237082009726
679,7851,8097.859103501257
680,5403,6667.3298234311915
681,12954,12522.132813048365
682,9314,9209.533152477547
683,12681,13168.848867031023
684,3342,4003.6440901463366
685,5793,6515.850441667248
686,2050,1778.6175417341983
687,12681,12751.237036854545
688,12681,11283.564351752464
689,5562,5559.778405216974
690,7064,6396.796029075785
691,3841,3517.2008652623563
692,11467,10655.893979019042
693,8849,7661.775963463673
694,5406,6032.647525942202
695,5192,4631.482932276832
696,1965,1862.8151270028593
697,7229,7008.715666038497
698,5117,5940.829595857727
699,4174,4135.834461893098
700,8610,8109.441150985323
701,12681,12993.923921648897
702,13364,13853.996733661985
703,7851,8178.76697353575
704,5406,6774.4620013101485
705,5073,5308.647188226887
706,7927,8238.928339645789
707,5678,4259.916653450041
708,4649,3654.360721522645
709,12681,12991.35210683382
710,4823,4090.2409007350043
711,3873,3464.0316345168394
712,12681,12825.074747196735
713,3943,3980.1858311830074
714,4174,3852.801084916112
715,4591,4511.666265848844
716,4544,4424.918530540139
717,7927,7223.002276697971
718,4174,4801.8349521296495
719,7980,7686.119594540436
720,9920,9644.266892547808
721,4729,4465.803941575034
722,7064,7136.116839711633
723,4488,3953.5453286329266
724,5930,6140.025132331923
725,13364,13029.716827828812
726,2227,2398.530952525928
727,9314,9353.383031991532
728,3807,3726.3909092312815
729,5403,6184.690823939134
730,4957,4169.698845453153
731,4812,4636.435754252633
732,5911,5552.296590380849
733,8567,7316.305379939939
734,5164,5213.946557808779
735,7064,7790.659288414054
736,7229,7012.038215247504
737,8066,9315.19990979666
738,12681,12217.266928767274
739,3971,3165.496519077821
740,5699,5015.802021221523
741,3850,2743.8030967372333
742,3943,4255.519329928843
743,14388,14983.969032638275
744,9627,11624.154338249105
745,9314,9020.315461305865
746,9314,8761.726351266565
747,8586,9072.082864657592
748,6857,6445.496203105862
749,16372,15408.070760642386
750,8452,8859.704899810426
751,10703,10833.424064290233
752,12121,12671.030194860408
753,4409,4327.233676421657
754,3809,4133.501789521633
755,14781,15183.226368132726
756,14781,14644.10089242917
757,4591,4596.017071157446
758,13941,13896.163974557978
759,5842,5951.7269800457725
760,12121,12441.646442330204
761,8355,9596.850484515948
762,9663,9238.406235577817
763,15532,15408.070760642386
764,9187,9437.967450655402
765,11982,11696.038739177518
766,2017,2784.189451674096
767,8844,8392.822638046346
768,5678,6474.91717065573
769,10844,9991.854873799391
770,10203,10098.693584304789
771,13941,14404.461366548701
772,14781,14433.548347594551
773,4995,4575.556654484177
774,5678,5223.742088345287
775,3597,2787.148549344618
776,6121,6574.979063341486
777,4174,4787.390101296482
778,4804,5370.020426655857
779,9314,9198.12310122255
780,9345,8458.61590483363
781,9314,9404.046019911335
782,8085,8078.9710765664
783,9314,8749.929423532662
784,9314,8845.574331691896
785,8586,9322.499684532011
786,4077,4305.011474887609
787,8610,8151.62202996662
788,4823,4294.779195998777
789,3543,3060.0059923605895
790,4804,5094.11126140558
791,4030,5166.641080621119
792,6218,6582.135457235149
793,3543,3008.2797004328313
794,10844,9803.720982178485
795,8586,9045.210781519323
796,13227,13695.188225925096
797,11467,12627.947082699557
798,3597,3052.469405340862
799,11467,11368.886663637606
800,4544,4897.84832090351
801,3597,3472.4267886894613
802,13899,14919.786355501885
803,4668,5647.378054488536
804,14151,12567.998806078402
805,9663,8920.885342015077
806,9663,9753.479521424704
807,14781,14599.887872446177
808,6349,6632.9968117825065
809,8586,9032.747824899878
810,3625,3136.038971764674
811,2754,3657.3055533077904
812,14781,14855.815027218618
813,4823,3625.042076982907
814,10844,10089.46287492733
815,11467,12411.431246160057
816,6111,5795.932369090371
817,3597,3097.7361479711053
818,14388,13995.630851660299
819,10844,9860.682609367148
820,10203,9924.52873183622
821,10991,11088.79555940115
822,2017,2483.722338139879
823,13067,12406.986923117007
824,4423,4211.0237342069995
825,12723,12128.435712207804
826,9314,9568.68257503423
827,14781,14265.431830359004
828,8542,7706.101150835455
829,3873,5113.680571479948
830,8586,9075.487485785998
831,11467,12307.566133619865
832,15129,15507.14666589091
833,10844,10427.60988486776
834,10676,10324.490143542213
835,10151,10385.446560092394
836,9663,9280.032262559242
837,13941,14306.179307363185
838,14687,14521.408304024437
839,8366,8726.531300126051
840,13941,13642.48269366944
841,3175,2902.38533077558
842,10151,10366.623569686864
843,4668,4694.074746263237
844,6117,6673.792550250342
845,4409,4500.113797734192
846,14781,14660.142914650216
847,2437,2464.0682805657043
848,9663,9220.765136770471
849,12121,12496.118901207932
850,6121,5096.072000264041
851,4392,4693.675297012003
852,3841,3549.199748444209
853,15129,16491.972313736227
854,15164,14832.924732993957
855,14424,14709.838635737728
856,9314,10585.132500027426
857,8479,8382.218344881812
858,14151,12887.90047896448
859,14781,14997.717842262908
860,3850,3327.317417457669
861,3898,3182.978975919553
862,16704,16429.81396626179
863,5192,5912.599902212479
864,4823,4336.409181193754
865,4804,4207.401081449827
866,8452,9123.270028388095
867,3597,3151.2928526675832
868,7229,7430.1958442003925
869,12121,12884.899800204332
870,13941,13622.251329869468
871,4332,3274.0388127806564
872,4282,4715.358029300809
873,8452,8907.146027088476
874,14960,14337.50572418503
875,13067,13182.338575534573
876,3687,4201.061699647834
877,8443,9793.784383158101
878,5989,4378.338568525398
879,5069,4684.380833477893
880,4804,4512.472040323933
881,2227,2697.9313603432656
882,9663,9480.827363276394
883,4668,5762.467233778005
884,10991,11420.856492590257
885,3841,4456.277086471607
886,8586,9196.425334176285
887,8854,8335.434744216236
888,6121,5625.817613240601
889,15373,14966.750281868899
890,10844,9451.280837779375
891,6686,8440.259943856336
892,9663,10292.769761178097
893,8040,7727.817908606989
894,11467,11118.830041055056
895,4804,4388.048028949955
896,15164,14440.298818200075
897,4226,4146.827563260775
898,4667,5339.84887762881
899,12121,12062.830970935513
900,3625,3546.910799308951
901,12384,10608.771650871528
902,8586,9850.393574428226
903,10991,11888.991796269054
904,12384,9533.38903154374
905,15129,15289.82546592279
906,14781,15036.533710448148
907,4649,5111.865450550802
908,4991,5174.793071887967
909,4668,4985.773637530386
910,9424,10422.531791175606
911,11467,12010.815462872055
912,8366,8924.140607139132
913,10844,9807.967718622904
914,11148,10279.22188622358
915,3898,3641.731226659299
916,5192,4577.658831437478
917,4823,4577.9960958839865
918,7480,8413.708659194037
919,14781,14444.92428887719
920,9663,9088.812442617307
921,13941,14179.69223773506
922,7229,6964.489555527681
923,8839,9351.126124198296
924,14781,14479.296279876511
925,11281,11160.520004504406
926,4340,3721.3354022373187
927,9314,8119.666656775638
928,9794,11089.837576156579
929,7229,7410.52734215438
930,10844,10221.486323174851
931,4226,3954.1729899960883
932,8891,9233.053372459286
933,13941,14133.087837105004
934,9794,11474.570954416526
935,8586,9271.370913489689
936,9663,9621.535163668717
937,5198,4662.767405810904
938,10844,10387.550719429917
939,3625,3205.137951612356
940,13227,14187.300894044165
941,3943,3723.908259258261
942,1965,2167.685970476269
943,8452,8996.394280051201
944,8610,9125.827604039327
945,10991,11530.320990025277
946,8610,8481.08517142091
947,15129,15498.26838431917
948,8586,8671.955359663292
949,12009,11810.574541010968
950,8040,7242.248028215886
951,5608,6060.453919264193
952,4030,4308.491238416508
953,14388,14232.791590278857
954,8366,8786.415429322265
955,9314,8754.580259395423
956,2385,2132.9552657408303
957,16372,14668.109457740666
958,4575,4077.7263883353025
959,6117,6557.289315770046
960,3543,3099.9298831166752
961,14388,15092.593269929603
962,6484,8194.300314304493
963,5644,4480.423761724595
964,14781,14695.000198100337
965,7662,7892.282319407322
966,6121,5935.6218083489985
967,8844,10775.125387115713
968,3943,3920.892222376221
969,3873,3382.9422800800485
970,4483,4959.17326080698
971,14781,15073.91102227616
972,4030,4831.53374964129
973,4174,4137.6634033075425
974,10203,9849.143568123061
975,8610,8577.899127001692
976,3100,3588.2006146333815
977,8586,8627.465767412205
978,7229,7590.913628121945
979,9187,9141.38707912645
980,8586,9101.817100750013
981,6245,6341.985112081977
982,4423,4354.167067749959
983,3210,4077.0856698504576
984,13941,13701.759015296326
985,10203,9595.065927402164
986,9314,8645.248119897642
987,9187,9517.142640707498
988,4823,4096.502398161004
989,14781,14779.125811666627
990,4423,3917.0749666020847
991,15164,14970.679941838238
992,7001,6842.031315283448
993,4030,5048.603841472621
994,5192,5441.960494258851
995,11467,12653.135131516829
996,11467,12272.912065915127
997,10844,10576.86267355177
998,7229,6982.468825944188
999,12121,12689.084683137857
1000,7452,8340.429987080437
1001,4284,4232.416342069784
1002,14781,14756.709878632908
1003,13941,14114.272872556401
1004,11467,13523.090683850316
1005,7229,7563.6590309164
1006,4030,5171.069091869406
1007,11467,12520.688129206472
1008,11467,11579.394458957102
1009,4775,4720.868635635531
1010,14781,14687.249955372328
1011,7229,7451.418857046948
1012,9663,9905.440085704291
1013,2228,2267.026997759086
1014,3841,4090.767919643389
1015,10262,10220.351120909965
1016,4878,5625.013947184883
1017,10368,10539.748720217076
1018,14237,14837.997425370995
1019,10919,11088.75716944757
1020,16108,16177.605720541022
1021,5054,5021.876115356734
1022,4804,4444.01144605275
1023,14714,14523.872136317728
1024,18804,18784.888560186842
1025,10262,9901.97869358467
1026,4483,5128.492378355306
1027,12524,13052.710014141685
1028,10368,9821.069148244667
1029,12898,11938.682076775178
1030,4804,4682.755398032259
1031,8238,5916.149706735068
1032,7408,8608.427592687904
1033,10262,10229.131874529085
1034,3100,3219.118382101916
1035,10467,10493.466650269693
1036,4050,4724.893546850998
1037,7229,5579.84081935492
1038,7060,6869.200261074654
1039,4667,5472.4379174564565
1040,8907,10529.668661810905
1041,3873,3563.342605563891
1042,10262,10019.447938989888
1043,11410,11469.603850877942
1044,14714,15109.393770409883
1045,3943,4715.091300428265
1046,10966,9307.932195525316
1047,14714,14399.637286444595
1048,13376,13473.473969939754
1049,4878,5874.620570398122
1050,6795,11852.45033410822
1051,6628,6818.322453696006
1052,10336,8935.948230653821
1053,3898,3964.862071364252
1054,4804,4449.765619173025
1055,6628,6068.567971185759
1056,5457,5301.267840698226
1057,4823,5189.208444892527
1058,6628,6534.279269450407
1059,14714,14871.724776193994
1060,11200,11307.953050207361
1061,7005,7213.623707359433
1062,13292,13269.692452076077
1063,7408,9659.735160070426
1064,9330,10182.640272681798
1065,9646,9546.086443802447
